5'dnaA,1,1918,5'UTR,+,PSJM300_00005,CP003725.1
dnaA,459,1919,CDS,+,PSJM300_00005,CP003725.1
PSJM300_00010,1920,3074,CDS,+,PSJM300_00010,CP003725.1
recF,3075,4187,CDS,+,PSJM300_00015,CP003725.1
gyrB,4184,6598,CDS,+,PSJM300_00020,CP003725.1
3'gyrB,6599,6638,3'UTR,+,PSJM300_00020,CP003725.1
5'PSJM300_00025,6639,7340,5'UTR,+,PSJM300_00025,CP003725.1
PSJM300_00025,7341,7613,CDS,+,PSJM300_00025,CP003725.1
3'PSJM300_00025,7614,7739,3'UTR,+,PSJM300_00025,CP003725.1
3'PSJM300_00030,7740,7866,3'UTR,-,PSJM300_00030,CP003725.1
PSJM300_00030,7867,11289,CDS,-,PSJM300_00030,CP003725.1
PSJM300_00035,11276,12691,CDS,-,PSJM300_00035,CP003725.1
PSJM300_00040,12691,15075,CDS,-,PSJM300_00040,CP003725.1
5'PSJM300_00040,15076,15260,5'UTR,-,PSJM300_00040,CP003725.1
5'PSJM300_00045,15261,15445,5'UTR,+,PSJM300_00045,CP003725.1
PSJM300_00045,15446,16429,CDS,+,PSJM300_00045,CP003725.1
3'PSJM300_00045,16430,16503,3'UTR,+,PSJM300_00045,CP003725.1
3'PSJM300_00050,16504,16577,3'UTR,-,PSJM300_00050,CP003725.1
PSJM300_00050,16578,16670,CDS,-,PSJM300_00050,CP003725.1
5'PSJM300_00050,16671,16814,5'UTR,-,PSJM300_00050,CP003725.1
3'PSJM300_00055,16815,16854,3'UTR,-,PSJM300_00055,CP003725.1
PSJM300_00055,16855,17901,CDS,-,PSJM300_00055,CP003725.1
5'PSJM300_00055,17902,17945,5'UTR,-,PSJM300_00055,CP003725.1
5'PSJM300_00060,17946,17990,5'UTR,+,PSJM300_00060,CP003725.1
PSJM300_00060,17991,18714,CDS,+,PSJM300_00060,CP003725.1
PSJM300_00065,18715,20670,CDS,+,PSJM300_00065,CP003725.1
PSJM300_00070,20670,21620,CDS,+,PSJM300_00070,CP003725.1
PSJM300_00075,21621,23498,CDS,+,PSJM300_00075,CP003725.1
PSJM300_00080,23492,23841,CDS,+,PSJM300_00080,CP003725.1
PSJM300_00085,23842,24255,CDS,+,PSJM300_00085,CP003725.1
PSJM300_00090,24256,24656,CDS,+,PSJM300_00090,CP003725.1
3'PSJM300_00090,24657,24696,3'UTR,+,PSJM300_00090,CP003725.1
5'PSJM300_00095,24697,24755,5'UTR,+,PSJM300_00095,CP003725.1
PSJM300_00095,24756,25043,CDS,+,PSJM300_00095,CP003725.1
3'PSJM300_00095,25044,25083,3'UTR,+,PSJM300_00095,CP003725.1
5'PSJM300_00100,25084,25129,5'UTR,+,PSJM300_00100,CP003725.1
PSJM300_00100,25130,25496,CDS,+,PSJM300_00100,CP003725.1
PSJM300_00105,25497,25952,CDS,+,PSJM300_00105,CP003725.1
PSJM300_00110,25949,26149,CDS,+,PSJM300_00110,CP003725.1
3'PSJM300_00110,26150,26218,3'UTR,+,PSJM300_00110,CP003725.1
3'PSJM300_00115,26219,26288,3'UTR,-,PSJM300_00115,CP003725.1
PSJM300_00115,26289,26777,CDS,-,PSJM300_00115,CP003725.1
PSJM300_00120,26758,27825,CDS,-,PSJM300_00120,CP003725.1
5'PSJM300_00120,27826,28053,5'UTR,-,PSJM300_00120,CP003725.1
5'PSJM300_00125,28054,28281,5'UTR,+,PSJM300_00125,CP003725.1
PSJM300_00125,28282,29460,CDS,+,PSJM300_00125,CP003725.1
3'PSJM300_00125,29461,29500,3'UTR,+,PSJM300_00125,CP003725.1
5'PSJM300_00130,29501,30027,5'UTR,+,PSJM300_00130,CP003725.1
PSJM300_00130,30028,31590,CDS,+,PSJM300_00130,CP003725.1
3'PSJM300_00130,31591,31628,3'UTR,+,PSJM300_00130,CP003725.1
3'PSJM300_00135,31629,31667,3'UTR,-,PSJM300_00135,CP003725.1
