gene_name	start	end	feature_type	strand	locus_tag	chromosome
5'dnaA,0,516,5'UTR,+,SAOUHSC_00001,NC_007795.1
dnaA,517,1878,CDS,+,SAOUHSC_00001,NC_007795.1
3'dnaA,1879,1918,3'UTR,+,SAOUHSC_00001,NC_007795.1
5'SAOUHSC_00002,1919,2155,5'UTR,+,SAOUHSC_00002,NC_007795.1
SAOUHSC_00002,2156,3289,CDS,+,SAOUHSC_00002,NC_007795.1
3'SAOUHSC_00002,3290,3329,3'UTR,+,SAOUHSC_00002,NC_007795.1
5'SAOUHSC_00003,3330,3669,5'UTR,+,SAOUHSC_00003,NC_007795.1
SAOUHSC_00003,3670,3915,CDS,+,SAOUHSC_00003,NC_007795.1
recF,3912,5033,CDS,+,SAOUHSC_00004,NC_007795.1
SAOUHSC_00005,5034,7004,CDS,+,SAOUHSC_00005,NC_007795.1
SAOUHSC_00006,7005,9668,CDS,+,SAOUHSC_00006,NC_007795.1
3'SAOUHSC_00006,9669,9711,3'UTR,+,SAOUHSC_00006,NC_007795.1
3'SAOUHSC_00007,9712,9754,3'UTR,-,SAOUHSC_00007,NC_007795.1
SAOUHSC_00007,9755,10456,CDS,-,SAOUHSC_00007,NC_007795.1
5'SAOUHSC_00007,10457,10674,5'UTR,-,SAOUHSC_00007,NC_007795.1
5'SAOUHSC_00008,10675,10892,5'UTR,+,SAOUHSC_00008,NC_007795.1
SAOUHSC_00008,10893,12407,CDS,+,SAOUHSC_00008,NC_007795.1
3'SAOUHSC_00008,12408,12447,3'UTR,+,SAOUHSC_00008,NC_007795.1
5'SAOUHSC_00009,12448,12785,5'UTR,+,SAOUHSC_00009,NC_007795.1
SAOUHSC_00009,12786,14072,CDS,+,SAOUHSC_00009,NC_007795.1
3'SAOUHSC_00009,14073,14112,3'UTR,+,SAOUHSC_00009,NC_007795.1
5'SAOUHSC_00010,14113,14721,5'UTR,+,SAOUHSC_00010,NC_007795.1
SAOUHSC_00010,14722,15417,CDS,+,SAOUHSC_00010,NC_007795.1
SAOUHSC_00012,15414,15743,CDS,+,SAOUHSC_00012,NC_007795.1
3'SAOUHSC_00012,15744,15783,3'UTR,+,SAOUHSC_00012,NC_007795.1
5'SAOUHSC_00013,15784,16105,5'UTR,+,SAOUHSC_00013,NC_007795.1
SAOUHSC_00013,16106,17074,CDS,+,SAOUHSC_00013,NC_007795.1
3'SAOUHSC_00013,17075,17114,3'UTR,+,SAOUHSC_00013,NC_007795.1
5'SAOUHSC_00014,17115,17364,5'UTR,+,SAOUHSC_00014,NC_007795.1
SAOUHSC_00014,17365,18317,CDS,+,SAOUHSC_00014,NC_007795.1
SAOUHSC_00015,18318,20285,CDS,+,SAOUHSC_00015,NC_007795.1
rplI,20282,20765,CDS,+,SAOUHSC_00017,NC_007795.1
SAOUHSC_00018,20766,22166,CDS,+,SAOUHSC_00018,NC_007795.1
3'SAOUHSC_00018,22167,22206,3'UTR,+,SAOUHSC_00018,NC_007795.1
5'SAOUHSC_00019,22207,22443,5'UTR,+,SAOUHSC_00019,NC_007795.1
SAOUHSC_00019,22444,23727,CDS,+,SAOUHSC_00019,NC_007795.1
3'SAOUHSC_00019,23728,23767,3'UTR,+,SAOUHSC_00019,NC_007795.1
5'SAOUHSC_T00018,23768,24146,tRNA,+,SAOUHSC_T00018,NC_007795.1
SAOUHSC_T00018,24147,24241,tRNA,+,SAOUHSC_T00018,NC_007795.1
SAOUHSC_T00011,24229,24321,tRNA,+,SAOUHSC_T00011,NC_007795.1
3'SAOUHSC_T00011,24322,24361,tRNA,+,SAOUHSC_T00011,NC_007795.1
5'SAOUHSC_00020,24362,24930,5'UTR,+,SAOUHSC_00020,NC_007795.1
SAOUHSC_00020,24931,25644,CDS,+,SAOUHSC_00020,NC_007795.1
SAOUHSC_00021,25645,27471,CDS,+,SAOUHSC_00021,NC_007795.1
3'SAOUHSC_00021,27472,27492,3'UTR,+,SAOUHSC_00021,NC_007795.1
5'SAOUHSC_00022,27493,27514,5'UTR,+,SAOUHSC_00022,NC_007795.1
SAOUHSC_00022,27515,28798,CDS,+,SAOUHSC_00022,NC_007795.1
SAOUHSC_00023,28799,29587,CDS,+,SAOUHSC_00023,NC_007795.1
3'SAOUHSC_00023,29588,29627,3'UTR,+,SAOUHSC_00023,NC_007795.1
5'SAOUHSC_00024,29628,29976,5'UTR,+,SAOUHSC_00024,NC_007795.1
SAOUHSC_00024,29977,30777,CDS,+,SAOUHSC_00024,NC_007795.1
3'SAOUHSC_00024,30778,30817,3'UTR,+,SAOUHSC_00024,NC_007795.1
5'SAOUHSC_00025,30818,31004,5'UTR,+,SAOUHSC_00025,NC_007795.1
SAOUHSC_00025,31005,33323,CDS,+,SAOUHSC_00025,NC_007795.1
3'SAOUHSC_00025,33324,33438,3'UTR,+,SAOUHSC_00025,NC_007795.1
3'SAOUHSC_00026,33439,33554,3'UTR,-,SAOUHSC_00026,NC_007795.1
SAOUHSC_00026,33555,34034,CDS,-,SAOUHSC_00026,NC_007795.1
SAOUHSC_00027,33691,34170,CDS,+,SAOUHSC_00027,NC_007795.1
3'SAOUHSC_00027,34171,34272,3'UTR,+,SAOUHSC_00027,NC_007795.1
3'SAOUHSC_00028,34273,34374,3'UTR,-,SAOUHSC_00028,NC_007795.1
SAOUHSC_00028,34375,34509,CDS,-,SAOUHSC_00028,NC_007795.1
SAOUHSC_00029,34473,34565,CDS,+,SAOUHSC_00029,NC_007795.1
3'SAOUHSC_00029,34566,34605,3'UTR,+,SAOUHSC_00029,NC_007795.1
5'SAOUHSC_00030,34606,34711,5'UTR,+,SAOUHSC_00030,NC_007795.1
SAOUHSC_00030,34712,36457,CDS,+,SAOUHSC_00030,NC_007795.1
3'SAOUHSC_00030,36458,36503,3'UTR,+,SAOUHSC_00030,NC_007795.1
3'SAOUHSC_00031,36504,36550,3'UTR,-,SAOUHSC_00031,NC_007795.1
SAOUHSC_00031,36551,37003,CDS,-,SAOUHSC_00031,NC_007795.1
SAOUHSC_00032,37004,37120,CDS,-,SAOUHSC_00032,NC_007795.1
5'SAOUHSC_00032,37121,37177,5'UTR,-,SAOUHSC_00032,NC_007795.1
3'SAOUHSC_00033,37178,37217,3'UTR,-,SAOUHSC_00033,NC_007795.1
SAOUHSC_00033,37218,37973,CDS,-,SAOUHSC_00033,NC_007795.1
SAOUHSC_00034,37973,38233,CDS,-,SAOUHSC_00034,NC_007795.1
5'SAOUHSC_00034,38234,38301,5'UTR,-,SAOUHSC_00034,NC_007795.1
5'SAOUHSC_00035,38302,38369,5'UTR,+,SAOUHSC_00035,NC_007795.1
SAOUHSC_00035,38370,39467,CDS,+,SAOUHSC_00035,NC_007795.1
SAOUHSC_00036,39468,40802,CDS,+,SAOUHSC_00036,NC_007795.1
SAOUHSC_00037,40803,42014,CDS,+,SAOUHSC_00037,NC_007795.1
3'SAOUHSC_00037,42015,42147,3'UTR,+,SAOUHSC_00037,NC_007795.1
3'SAOUHSC_00038,42148,42280,3'UTR,-,SAOUHSC_00038,NC_007795.1
SAOUHSC_00038,42281,42382,CDS,-,SAOUHSC_00038,NC_007795.1
5'SAOUHSC_00038,42383,42640,5'UTR,-,SAOUHSC_00038,NC_007795.1
3'SAOUHSC_00039,42641,42680,3'UTR,-,SAOUHSC_00039,NC_007795.1
SAOUHSC_00039,42681,43613,CDS,-,SAOUHSC_00039,NC_007795.1
5'SAOUHSC_00039,43614,43794,5'UTR,-,SAOUHSC_00039,NC_007795.1
5'SAOUHSC_00040,43795,43975,5'UTR,+,SAOUHSC_00040,NC_007795.1
SAOUHSC_00040,43976,44179,CDS,+,SAOUHSC_00040,NC_007795.1
3'SAOUHSC_00040,44180,44203,3'UTR,+,SAOUHSC_00040,NC_007795.1
5'SAOUHSC_00041,44204,44227,5'UTR,+,SAOUHSC_00041,NC_007795.1
SAOUHSC_00041,44228,44524,CDS,+,SAOUHSC_00041,NC_007795.1
3'SAOUHSC_00041,44525,44559,3'UTR,+,SAOUHSC_00041,NC_007795.1
3'SAOUHSC_00042,44560,44595,3'UTR,-,SAOUHSC_00042,NC_007795.1
SAOUHSC_00042,44596,45816,CDS,-,SAOUHSC_00042,NC_007795.1
SAOUHSC_00043,45809,46360,CDS,-,SAOUHSC_00043,NC_007795.1
5'SAOUHSC_00043,46361,46416,5'UTR,-,SAOUHSC_00043,NC_007795.1
5'SAOUHSC_00044,46417,46472,5'UTR,+,SAOUHSC_00044,NC_007795.1
SAOUHSC_00044,46473,47333,CDS,+,SAOUHSC_00044,NC_007795.1
3'SAOUHSC_00044,47334,47510,3'UTR,+,SAOUHSC_00044,NC_007795.1
3'SAOUHSC_00045,47511,47688,3'UTR,-,SAOUHSC_00045,NC_007795.1
SAOUHSC_00045,47689,48222,CDS,-,SAOUHSC_00045,NC_007795.1
5'SAOUHSC_00045,48223,48267,5'UTR,-,SAOUHSC_00045,NC_007795.1
5'SAOUHSC_00046,48268,48312,5'UTR,+,SAOUHSC_00046,NC_007795.1
SAOUHSC_00046,48313,49056,CDS,+,SAOUHSC_00046,NC_007795.1
3'SAOUHSC_00046,49057,49096,3'UTR,+,SAOUHSC_00046,NC_007795.1
5'SAOUHSC_00047,49097,49489,5'UTR,+,SAOUHSC_00047,NC_007795.1
SAOUHSC_00047,49490,50092,CDS,+,SAOUHSC_00047,NC_007795.1
3'SAOUHSC_00047,50093,50132,3'UTR,+,SAOUHSC_00047,NC_007795.1
5'SAOUHSC_00049,50133,50358,5'UTR,+,SAOUHSC_00049,NC_007795.1
SAOUHSC_00049,50359,53511,CDS,+,SAOUHSC_00049,NC_007795.1
3'SAOUHSC_00049,53512,53539,3'UTR,+,SAOUHSC_00049,NC_007795.1
5'SAOUHSC_00050,53540,53567,5'UTR,+,SAOUHSC_00050,NC_007795.1
SAOUHSC_00050,53568,54050,CDS,+,SAOUHSC_00050,NC_007795.1
3'SAOUHSC_00050,54051,54090,3'UTR,+,SAOUHSC_00050,NC_007795.1
5'SAOUHSC_00051,54091,54254,5'UTR,+,SAOUHSC_00051,NC_007795.1
SAOUHSC_00051,54255,55241,CDS,+,SAOUHSC_00051,NC_007795.1
3'SAOUHSC_00051,55242,55281,3'UTR,+,SAOUHSC_00051,NC_007795.1
5'SAOUHSC_00052,55282,55461,5'UTR,+,SAOUHSC_00052,NC_007795.1
SAOUHSC_00052,55462,56232,CDS,+,SAOUHSC_00052,NC_007795.1
3'SAOUHSC_00052,56233,56257,3'UTR,+,SAOUHSC_00052,NC_007795.1
5'SAOUHSC_00053,56258,56283,5'UTR,+,SAOUHSC_00053,NC_007795.1
SAOUHSC_00053,56284,57054,CDS,+,SAOUHSC_00053,NC_007795.1
3'SAOUHSC_00053,57055,57085,3'UTR,+,SAOUHSC_00053,NC_007795.1
5'SAOUHSC_00054,57086,57117,5'UTR,+,SAOUHSC_00054,NC_007795.1
SAOUHSC_00054,57118,57888,CDS,+,SAOUHSC_00054,NC_007795.1
3'SAOUHSC_00054,57889,57921,3'UTR,+,SAOUHSC_00054,NC_007795.1
5'SAOUHSC_00055,57922,57954,5'UTR,+,SAOUHSC_00055,NC_007795.1
SAOUHSC_00055,57955,58722,CDS,+,SAOUHSC_00055,NC_007795.1
3'SAOUHSC_00055,58723,58762,3'UTR,+,SAOUHSC_00055,NC_007795.1
5'SAOUHSC_00056,58763,58854,5'UTR,+,SAOUHSC_00056,NC_007795.1
SAOUHSC_00056,58855,61053,CDS,+,SAOUHSC_00056,NC_007795.1
3'SAOUHSC_00056,61054,61093,3'UTR,+,SAOUHSC_00056,NC_007795.1
5'SAOUHSC_00057,61094,61203,5'UTR,+,SAOUHSC_00057,NC_007795.1
SAOUHSC_00057,61204,62383,CDS,+,SAOUHSC_00057,NC_007795.1
SAOUHSC_00058,62384,63772,CDS,+,SAOUHSC_00058,NC_007795.1
3'SAOUHSC_00058,63773,64018,3'UTR,+,SAOUHSC_00058,NC_007795.1
3'SAOUHSC_00060,64019,64264,3'UTR,-,SAOUHSC_00060,NC_007795.1
SAOUHSC_00060,64265,65926,CDS,-,SAOUHSC_00060,NC_007795.1
5'SAOUHSC_00060,65927,66211,5'UTR,-,SAOUHSC_00060,NC_007795.1
3'SAOUHSC_00061,66212,66251,3'UTR,-,SAOUHSC_00061,NC_007795.1
SAOUHSC_00061,66252,68027,CDS,-,SAOUHSC_00061,NC_007795.1
5'SAOUHSC_00061,68028,68160,5'UTR,-,SAOUHSC_00061,NC_007795.1
3'SAOUHSC_00062,68161,68200,3'UTR,-,SAOUHSC_00062,NC_007795.1
SAOUHSC_00062,68201,69073,CDS,-,SAOUHSC_00062,NC_007795.1
5'SAOUHSC_00062,69074,69129,5'UTR,-,SAOUHSC_00062,NC_007795.1
5'SAOUHSC_00064,69130,69185,5'UTR,+,SAOUHSC_00064,NC_007795.1
SAOUHSC_00064,69186,70583,CDS,+,SAOUHSC_00064,NC_007795.1
3'SAOUHSC_00064,70584,70623,3'UTR,+,SAOUHSC_00064,NC_007795.1
5'SAOUHSC_00065,70624,70772,5'UTR,+,SAOUHSC_00065,NC_007795.1
SAOUHSC_00065,70773,71246,CDS,+,SAOUHSC_00065,NC_007795.1
3'SAOUHSC_00065,71247,71286,3'UTR,+,SAOUHSC_00065,NC_007795.1
5'SAOUHSC_00067,71287,71507,5'UTR,+,SAOUHSC_00067,NC_007795.1
SAOUHSC_00067,71508,73100,CDS,+,SAOUHSC_00067,NC_007795.1
3'SAOUHSC_00067,73101,73264,3'UTR,+,SAOUHSC_00067,NC_007795.1
3'SAOUHSC_00069,73265,73428,3'UTR,-,SAOUHSC_00069,NC_007795.1
SAOUHSC_00069,73429,74979,CDS,-,SAOUHSC_00069,NC_007795.1
5'SAOUHSC_00069,74980,75359,5'UTR,-,SAOUHSC_00069,NC_007795.1
3'SAOUHSC_00070,75360,75399,3'UTR,-,SAOUHSC_00070,NC_007795.1
SAOUHSC_00070,75400,76152,CDS,-,SAOUHSC_00070,NC_007795.1
5'SAOUHSC_00070,76153,76480,5'UTR,-,SAOUHSC_00070,NC_007795.1
3'SAOUHSC_00071,76481,76520,3'UTR,-,SAOUHSC_00071,NC_007795.1
SAOUHSC_00071,76521,77435,CDS,-,SAOUHSC_00071,NC_007795.1
5'SAOUHSC_00071,77436,77475,5'UTR,-,SAOUHSC_00071,NC_007795.1
3'SAOUHSC_00072,77476,77515,3'UTR,-,SAOUHSC_00072,NC_007795.1
SAOUHSC_00072,77516,78511,CDS,-,SAOUHSC_00072,NC_007795.1
SAOUHSC_00074,78512,79519,CDS,-,SAOUHSC_00074,NC_007795.1
5'SAOUHSC_00074,79520,79701,5'UTR,-,SAOUHSC_00074,NC_007795.1
5'SAOUHSC_00075,79702,79884,5'UTR,+,SAOUHSC_00075,NC_007795.1
SAOUHSC_00075,79885,80730,CDS,+,SAOUHSC_00075,NC_007795.1
SAOUHSC_00076,80727,81757,CDS,+,SAOUHSC_00076,NC_007795.1
SAOUHSC_00077,81758,83512,CDS,+,SAOUHSC_00077,NC_007795.1
SAOUHSC_00078,83505,84761,CDS,+,SAOUHSC_00078,NC_007795.1
SAOUHSC_00079,84751,86487,CDS,+,SAOUHSC_00079,NC_007795.1
SAOUHSC_00080,86396,88246,CDS,+,SAOUHSC_00080,NC_007795.1
SAOUHSC_00081,88221,88997,CDS,+,SAOUHSC_00081,NC_007795.1
SAOUHSC_00082,88997,90199,CDS,+,SAOUHSC_00082,NC_007795.1
SAOUHSC_00083,90200,90967,CDS,+,SAOUHSC_00083,NC_007795.1
3'SAOUHSC_00083,90968,91007,3'UTR,+,SAOUHSC_00083,NC_007795.1
5'SAOUHSC_00084,91008,91162,5'UTR,+,SAOUHSC_00084,NC_007795.1
SAOUHSC_00084,91163,91570,CDS,+,SAOUHSC_00084,NC_007795.1
3'SAOUHSC_00084,91571,91594,3'UTR,+,SAOUHSC_00084,NC_007795.1
5'SAOUHSC_00085,91595,91619,5'UTR,+,SAOUHSC_00085,NC_007795.1
SAOUHSC_00085,91620,92246,CDS,+,SAOUHSC_00085,NC_007795.1
3'SAOUHSC_00085,92247,92286,3'UTR,+,SAOUHSC_00085,NC_007795.1
5'SAOUHSC_00086,92287,92457,5'UTR,+,SAOUHSC_00086,NC_007795.1
SAOUHSC_00086,92458,93234,CDS,+,SAOUHSC_00086,NC_007795.1
3'SAOUHSC_00086,93235,93274,3'UTR,+,SAOUHSC_00086,NC_007795.1
5'SAOUHSC_00087,93275,93377,5'UTR,+,SAOUHSC_00087,NC_007795.1
SAOUHSC_00087,93378,93500,CDS,+,SAOUHSC_00087,NC_007795.1
3'SAOUHSC_00087,93501,93534,3'UTR,+,SAOUHSC_00087,NC_007795.1
5'SAOUHSC_00088,93535,93569,5'UTR,+,SAOUHSC_00088,NC_007795.1
SAOUHSC_00088,93570,94550,CDS,+,SAOUHSC_00088,NC_007795.1
SAOUHSC_00089,94513,95205,CDS,+,SAOUHSC_00089,NC_007795.1
3'SAOUHSC_00089,95206,95245,3'UTR,+,SAOUHSC_00089,NC_007795.1
5'SAOUHSC_00090,95246,95414,5'UTR,+,SAOUHSC_00090,NC_007795.1
SAOUHSC_00090,95415,96581,CDS,+,SAOUHSC_00090,NC_007795.1
SAOUHSC_00091,96562,97800,CDS,+,SAOUHSC_00091,NC_007795.1
SAOUHSC_00092,97790,99220,CDS,+,SAOUHSC_00092,NC_007795.1
3'SAOUHSC_00092,99221,99260,3'UTR,+,SAOUHSC_00092,NC_007795.1
5'SAOUHSC_00093,99261,99487,5'UTR,+,SAOUHSC_00093,NC_007795.1
SAOUHSC_00093,99488,100087,CDS,+,SAOUHSC_00093,NC_007795.1
3'SAOUHSC_00093,100088,100127,3'UTR,+,SAOUHSC_00093,NC_007795.1
5'SAOUHSC_00094,100128,100454,5'UTR,+,SAOUHSC_00094,NC_007795.1
SAOUHSC_00094,100455,101054,CDS,+,SAOUHSC_00094,NC_007795.1
